RecordType,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,HaulID,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,statrec,Notes
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_039,,,20,1,2020,0,31,53.864,6.482,9,35,770,,,,3.1416,,,,HydroBios,2619,3,,,,,,21,25,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_040,,,20,1,2020,17,7,54.688,5.601,17,0,1487,,,,3.1416,,,,HydroBios,6162,3,,,,,,38,43,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_041,,,20,1,2020,18,55,54.862,5.285,15,0,1025,,,,3.1416,,,,HydroBios,3673,3,,,,,,37,41,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_042,,,21,1,2020,16,20,55.9,3.294,22,0,1585,,,,3.1416,,,,HydroBios,5775,3,,,,,,65,70,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_043,,,21,1,2020,17,58,55.911,3.658,19,57,2017,,,,3.1416,,,,HydroBios,6603,3,,,,,,52,58,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_044,,,21,1,2020,19,41,56.101,3.512,25,28,2571,,,,3.1416,,,,HydroBios,8868,3,,,,,,62,68,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_045,,,21,1,2020,21,0,56.189,3.773,25,52,2353,,,,3.1416,,,,HydroBios,8535,3,,,,,,66,71,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_046,,,21,1,2020,22,22,56.354,3.847,21,0,2037,,,,3.1416,,,,HydroBios,6598,3,,,,,,60,65,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_047,,,21,1,2020,23,54,56.418,3.5,21,0,2755,,,,3.1416,,,,HydroBios,6527,3,,,,,,61,68,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_048,,,22,1,2020,1,26,56.59,3.512,23,29,2101,,,,3.1416,,,,HydroBios,7706,3,,,,,,61,67,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_049,,,22,1,2020,2,47,56.594,3.834,22,0,2052,,,,3.1416,,,,HydroBios,6629,3,,,,,,63,71,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_050,,,22,1,2020,4,11,56.771,3.832,16,0,1277,,,,3.1416,,,,HydroBios,4907,3,,,,,,50,56,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_051,,,22,1,2020,5,30,56.773,3.528,20,0,1675,,,,3.1416,,,,HydroBios,6038,3,,,,,,58,63,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_052,,,22,1,2020,16,46,57.213,2.693,28,0,2971,,,,3.1416,,,,HydroBios,9210,3,,,,,,72,79,,,,,,,,,,
