RecordType,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,HaulID,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,statrec,Notes
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_124,,,6,2,2020,19,18,58.103,9.844,27,0,2848,,,,3.1416,,,,HydroBios,3598,3,,,,,,100,300,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_125,,,6,2,2020,20,47,58.101,9.509,32,0,3593,,,,3.1416,,,,HydroBios,10605,3,,,,,,100,260,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_126,,,6,2,2020,22,20,57.92,9.505,26,0,3152,,,,3.1416,,,,HydroBios,7750,3,,,,,,100,144,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_127,,,6,2,2020,23,39,57.917,9.827,28,0,3286,,,,3.1416,,,,HydroBios,8788,3,,,,,,66,73,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_128,,,7,2,2020,1,16,57.919,10.171,26,0,3177,,,,3.1416,,,,HydroBios,9106,3,,,,,,72,76,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_129,,,7,2,2020,3,9,57.83,10.415,30,0,2477,,,,3.1416,,,,HydroBios,8173,3,,,,,,81,89,,,,,,,,,,
EH,MIK,DE,1570,2020,,26D4,MRN2,,,MonFilP,,,2020DE_063,,,25,2,2020,21,18,57.931,4.681,31,20,3334,,,,3.1416,,,,HydroBios,10030,3,,,,,,95,100,,,,,,,,,,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_007,,,10,2,2020,18,13,61.176,1.341,31,5,3241,,,,,,,MCR,,12794,3,,,,F,,107,145,,,,,,,,,51F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_008,,,10,2,2020,20,42,61.375,1.351,20,2,1908,,,,,,,MCR,,5960,3,,,,F,,101,168,,,,,,,,,51F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_009,,,10,2,2020,22,44,61.396,1.781,19,43,1908,,,,,,,MCR,,5482,3,,,,F,,101,152,,,,,,,,,51F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_010,,,11,2,2020,0,47,61.208,1.795,18,5,1759,,,,,,,MCR,,5471,3,,,,F,,102,146,,,,,,,,,51F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_011,,,11,2,2020,2,51,61.099,2.191,21,2,2185,,,,,,,MCR,,9040,3,,,,F,,100,133,,,,,,,,,51F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_012,,,11,2,2020,5,25,61.258,2.137,26,54,2704,,,,,,,MCR,,9472,3,,,,F,,103,143,,,,,,,,,51F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_016,,,11,2,2020,18,44,61.593,1.183,18,21,1796,,,,,,,MCR,,5410,3,,,,F,,101,191,,,,,,,,,52F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_017,,,11,2,2020,20,37,61.791,1.184,18,54,1759,,,,,,,MCR,,5566,3,,,,F,,101,187,,,,,,,,,52F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_018,,,12,2,2020,2,52,61.599,-0.219,18,6,1667,,,,,,,MCR,,5895,3,,,,F,,103,201,,,,,,,,,52E9,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_019,,,12,2,2020,4,41,61.603,-0.622,18,4,1796,,,,,,,MCR,,5436,3,,,,F,,97,199,,,,,,,,,52E9,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_022,,,13,2,2020,2,21,61.615,0.397,17,4,1630,,,,,,,MCR,,5374,3,,,,F,,100,203,,,,,,,,,52F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_023,,,13,2,2020,3,50,61.61,0.807,25,2,2426,,,,,,,MCR,,9750,3,,,,F,,100,203,,,,,,,,,52F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_027,,,13,2,2020,18,16,61.096,0.763,20,1,1889,,,,,,,MCR,,5798,3,,,,F,,99,152,,,,,,,,,51F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_028,,,13,2,2020,20,1,61.101,0.336,19,14,1815,,,,,,,MCR,,5956,3,,,,F,,101,152,,,,,,,,,51F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_029,,,13,2,2020,21,45,60.925,0.317,27,56,2648,,,,,,,MCR,,10695,3,,,,F,,99,130,,,,,,,,,50F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_030,,,13,2,2020,23,42,60.875,0.689,20,33,1945,,,,,,,MCR,,6643,3,,,,F,,100,146,,,,,,,,,50F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_031,,,14,2,2020,1,47,60.867,1.204,20,2,1945,,,,,,,MCR,,6075,3,,,,F,,101,149,,,,,,,,,50F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_032,,,14,2,2020,3,28,60.661,1.2,21,1,2074,,,,,,,MCR,,6396,3,,,,F,,101,141,,,,,,,,,50F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_035,,,18,2,2020,1,42,60.371,-0.544,20,3,1926,,,,,,,MCR,,6802,3,,,,F,,98,134,,,,,,,,,49E9,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_036,,,18,2,2020,3,51,60.208,-0.346,21,41,2148,,,,,,,MCR,,7419,3,,,,F,,100,130,,,,,,,,,49E9,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_038,,,19,2,2020,18,11,60.325,0.215,22,24,2093,,,,,,,MCR,,7108,3,,,,F,,100,155,,,,,,,,,49F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_039,,,19,2,2020,19,59,60.136,0.223,16,32,1333,,,,,,,MCR,,4632,3,,,,F,,102,147,,,,,,,,,49F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_040,,,20,2,2020,1,39,59.89,0.209,24,29,2278,,,,,,,MCR,,8773,3,,,,F,,101,138,,,,,,,,,48F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_041,,,20,2,2020,3,51,59.684,0.209,26,24,2667,,,,,,,MCR,,10200,3,,,,F,,98,133,,,,,,,,,48F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_042,,,20,2,2020,5,24,59.664,0.558,20,19,1926,,,,,,,MCR,,6255,3,,,,F,,99,128,,,,,,,,,48F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_047,,,20,2,2020,17,58,59.091,0.483,23,9,2148,,,,,,,MCR,,8038,3,,,,F,,103,129,,,,,,,,,47F0,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_048,,,23,2,2020,5,13,60.246,1.237,26,26,2611,,,,,,,MCR,,9361,3,,,,F,,101,134,,,,,,,,,49F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_052,,,23,2,2020,18,25,59.797,1.178,20,13,1889,,,,,,,MCR,,6088,3,,,,F,,99,124,,,,,,,,,48F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_053,,,23,2,2020,20,56,60.102,1.191,22,2,2204,,,,,,,MCR,,7090,3,,,,F,,100,132,,,,,,,,,49F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_054,,,23,2,2020,22,35,60.102,1.582,18,4,1741,,,,,,,MCR,,5530,3,,,,F,,100,116,,,,,,,,,49F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_055,,,24,2,2020,0,36,59.857,1.551,17,11,1778,,,,,,,MCR,,4918,3,,,,F,,101,117,,,,,,,,,48F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_056,,,24,2,2020,2,32,59.628,1.387,10,8,1926,,,,,,,MCR,,6087,3,,,,F,,99,111,,,,,,,,,48F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_057,,,24,2,2020,4,49,59.359,1.255,24,56,2352,,,,,,,MCR,,8631,3,,,,F,,100,113,,,,,,,,,47F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_062,,,24,2,2020,18,9,59.84,2.53,25,52,2630,,,,,,,MCR,,8969,3,,,,F,,99,119,,,,,,,,,48F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_063,,,24,2,2020,20,2,59.742,2.222,22,1,2130,,,,,,,MCR,,7169,3,,,,F,,100,115,,,,,,,,,48F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_064,,,24,2,2020,23,6,59.373,1.818,18,47,1759,,,,,,,MCR,,5690,3,,,,F,,101,120,,,,,,,,,47F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_065,,,25,2,2020,0,42,59.172,1.789,18,56,1815,,,,,,,MCR,,5469,3,,,,F,,99,119,,,,,,,,,47F1,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_066,,,25,2,2020,2,41,59.126,2.241,23,35,2278,,,,,,,MCR,,7723,3,,,,F,,99,109,,,,,,,,,47F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_067,,,27,2,2020,1,48,57.801,5.842,23,41,2259,,,,,,,MCR,,8029,3,,,,F,,100,175,,,,,,,,,44F5,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_068,,,27,2,2020,3,39,57.708,6.114,22,27,2111,,,,,,,MCR,,7415,3,,,,F,,98,242,,,,,,,,,44F6,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_069,,,27,2,2020,5,5,57.566,6.178,20,7,1889,,,,,,,MCR,,7192,3,,,,F,,101,130,,,,,,,,,44F6,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_072,,,27,2,2020,17,49,57.674,4.737,14,43,1352,,,,,,,MCR,,4618,3,,,,F,,74,87,,,,,,,,,44F4,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_073,,,27,2,2020,19,39,57.884,4.67,18,5,1667,,,,,,,MCR,,5629,3,,,,F,,93,98,,,,,,,,,44F4,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_074,,,27,2,2020,21,49,58.096,4.555,22,45,2037,,,,,,,MCR,,7506,3,,,,F,,97,122,,,,,,,,,45F4,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_075,,,27,2,2020,23,32,58.106,4.245,22,38,2241,,,,,,,MCR,,8179,3,,,,F,,82,90,,,,,,,,,45F4,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_076,,,28,2,2020,1,56,57.919,3.844,17,56,1685,,,,,,,MCR,,5616,3,,,,F,,78,81,,,,,,,,,44F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_077,,,28,2,2020,4,3,57.766,3.545,15,27,1352,,,,,,,MCR,,5223,3,,,,F,,57,63,,,,,,,,,44F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_085,,,1,3,2020,19,30,58.834,2.825,30,36,2871,,,,,,,MCR,,12285,3,,,,F,,102,119,,,,,,,,,46F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_086,,,1,3,2020,21,37,58.655,2.798,29,0,2704,,,,,,,MCR,,12937,3,,,,F,,105,112,,,,,,,,,46F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_088,,,2,3,2020,1,53,58.244,2.857,13,26,1259,,,,,,,MCR,,3973,3,,,,F,,62,73,,,,,,,,,45F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_089,,,2,3,2020,3,39,58.251,3.153,17,2,1667,,,,,,,MCR,,5494,3,,,,F,,70,80,,,,,,,,,45F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_090,,,2,3,2020,5,12,58.239,3.473,24,2,2019,,,,,,,MCR,,8181,3,,,,F,,92,101,,,,,,,,,45F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_093,,,2,3,2020,21,9,58.749,3.157,20,41,2130,,,,,,,MCR,,7349,3,,,,F,,99,117,,,,,,,,,46F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_094,,,2,3,2020,22,49,58.927,3.191,26,49,2889,,,,,,,MCR,,9279,3,,,,F,,100,136,,,,,,,,,46F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_087,,,2,3,2020,23,59,58.238,2.482,23,4,2556,,,,,,,MCR,,8457,3,,,,F,,83,92,,,,,,,,,45F2,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_095,,,3,3,2020,0,37,59.124,3.19,24,48,2296,,,,,,,MCR,,8166,3,,,,F,,100,152,,,,,,,,,47F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_096,,,3,3,2020,2,32,59.35,3.249,29,16,2815,,,,,,,MCR,,11179,3,,,,F,,100,149,,,,,,,,,47F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_097,,,3,3,2020,4,43,59.61,3.236,26,14,2556,,,,,,,MCR,,9964,3,,,,F,,100,159,,,,,,,,,48F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_100,,,3,3,2020,18,8,59.904,3.212,23,51,2130,,,,,,,MCR,,8647,3,,,,F,,99,169,,,,,,,,,48F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_101,,,3,3,2020,19,50,60.078,3.147,25,58,2371,,,,,,,MCR,,9760,3,,,,F,,100,155,,,,,,,,,49F3,
EH,MIK,NO,612,,,58G2,MRN2,,,,,,2020NO_102,,,3,3,2020,21,34,60.247,3.214,33,9,2852,,,,,,,MCR,,10188,3,,,,F,,100,218,,,,,,,,,49F3,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_101,,101,24,1,2020,17,25,56.8523,11.77162,31,,3111,,,,3.1416,,,MCR,,11372,3,,,,F,37,39,57,,,,,,,,,42G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_102,,102,24,1,2020,19,14,56.67948,11.7635,20,,1852,,,,3.1416,,,MCR,,7322,3,,,,F,31,33,39,,,,,,,,,42G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_103,,103,24,1,2020,21,10,56.46915,11.52533,16,,1482,,,,3.1416,,,MCR,,5797,3,,,,F,21,23,27,,,,,,,,,41G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_104,,104,24,1,2020,22,38,56.34838,11.26077,18,,1519,,,,3.1416,,,MCR,,6304,3,,,,F,15,17,23,,,,,,,,,41G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_105,,105,25,1,2020,18,39,56.47802,11.921,19,,1759,,,,3.1416,,,MCR,,7046,3,,,,F,27,29,33,,,,,,,,,41G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_106,,106,25,1,2020,20,6,56.33992,12.09285,19,,1818,,,,3.1416,,,MCR,,6680,3,,,,F,25,27,32,,,,,,,,,41G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_107,,107,25,1,2020,21,45,56.46382,12.25447,21,,1880,,,,3.1416,,,MCR,,7489,3,,,,F,27,29,39,,,,,,,,,41G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_108,,108,25,1,2020,23,22,56.62495,12.15988,19,,1525,,,,3.1416,,,MCR,,6876,3,,,,F,32,34,38,,,,,,,,,42G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_109,,109,26,1,2020,17,11,56.56772,12.40277,19,,1818,,,,3.1416,,,MCR,,7282,3,,,,F,25,27,34,,,,,,,,,42G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_110,,110,26,1,2020,18,56,56.7484,12.33935,21,,2222,,,,3.1416,,,MCR,,8108,3,,,,F,25,27,33,,,,,,,,,42G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_111,,111,26,1,2020,20,27,56.85948,12.06775,21,,1908,,,,3.1416,,,MCR,,7150,3,,,,F,35,37,43,,,,,,,,,42G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_112,,112,26,1,2020,22,10,57.02573,12.18788,21,,2204,,,,3.1416,,,MCR,,8169,3,,,,F,30,32,41,,,,,,,,,43G2,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_113,,113,27,1,2020,18,14,56.95242,11.81417,23,,1889,,,,3.1416,,,MCR,,7673,3,,,,F,35,37,43,,,,,,,,,42G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_114,,114,27,1,2020,20,2,57.05982,11.55465,50,,5130,,,,3.1416,,,MCR,,20417,3,,,,F,63,65,81,,,,,,,,,43G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_115,,115,27,1,2020,21,50,57.21217,11.55387,28,,2482,,,,3.1416,,,MCR,,9313,3,,,,F,55,57,64,,,,,,,,,43G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_116,,116,27,1,2020,23,46,57.13488,11.83745,23,,1871,,,,3.1416,,,MCR,,8393,3,,,,F,47,49,54,,,,,,,,,43G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_117,,117,28,1,2020,17,21,57.43963,11.67192,19,,1592,,,,3.1416,,,MCR,,7163,3,,,,F,40,42,48,,,,,,,,,43G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_120,,120,28,1,2020,22,51,57.60978,10.9432,15,,1241,,,,3.1416,,,MCR,,5227,3,,,,F,21,23,29,,,,,,,,,44G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_121,,121,29,1,2020,0,6,57.47535,10.8215,19,,1889,,,,3.1416,,,MCR,,7056,3,,,,F,30,32,35,,,,,,,,,43G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_122,,122,29,1,2020,17,36,57.74987,11.25833,34,,3037,,,,3.1416,,,MCR,,11613,3,,,,F,45,47,51,,,,,,,,,44G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_123,,123,29,1,2020,19,15,57.92315,11.18248,54,,4963,,,,3.1416,,,MCR,,18285,3,,,,F,63,65,77,,,,,,,,,44G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_124,,124,29,1,2020,21,35,57.76703,10.93505,20,,1519,,,,3.1416,,,MCR,,5973,3,,,,F,33,35,42,,,,,,,,,44G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_125,,125,29,1,2020,23,37,57.9638,10.82993,79,,7093,,,,3.1416,,,MCR,,27644,3,,,,F,100,102,178,,,,,,,,,44G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_126,,126,30,1,2020,2,0,57.89305,10.50315,72,,5500,,,,3.1416,,,MCR,,23093,3,,,,F,101,103,110,,,,,,,,,44G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_127,,127,30,1,2020,18,52,58.05118,11.09065,72,,8778,,,,3.1416,,,MCR,,20644,3,,,,F,101,103,120,,,,,,,,,45G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_128,,128,30,1,2020,20,53,58.25268,11.08485,72,,7278,,,,3.1416,,,MCR,,22417,3,,,,F,86,88,101,,,,,,,,,45G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_129,,129,30,1,2020,23,12,58.18652,10.81988,59,,5871,,,,3.1416,,,MCR,,16307,3,,,,F,101,103,181,,,,,,,,,45G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_130,,130,31,1,2020,1,28,58.39103,10.91828,53,,2296,,,,3.1416,,,MCR,,15492,3,,,,F,96,98,106,,,,,,,,,45G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_132,,132,31,1,2020,18,29,58.23332,10.48267,34,,2222,,,,3.1416,,,MCR,,8044,3,,,,F,101,103,276,,,,,,,,,45G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_133,,133,31,1,2020,20,17,58.07258,10.50152,48,,3852,,,,3.1416,,,MCR,,12168,3,,,,F,101,103,142,,,,,,,,,45G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_134,,134,1,2,2020,0,40,57.5745,11.05668,15,,1148,,,,3.1416,,,MCR,,4771,3,,,,F,30,32,35,,,,,,,,,44G1,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_135,,135,2,2,2020,0,38,58.53595,10.92613,53,,6186,,,,3.1416,,,MCR,,17787,3,,,,F,67,69,78,,,,,,,,,46G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_136,,136,2,2,2020,2,33,58.70457,10.80585,63,,7667,,,,3.1416,,,MCR,,21278,3,,,,F,65,67,86,,,,,,,,,46G0,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_137,,137,3,2,2020,0,56,57.9526,8.92418,53,,3982,,,,3.1416,,,MCR,,12600,3,,,,,101,103,526,,,,,,,,,44F8,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_138,,138,3,2,2020,2,39,57.84512,8.76795,71,,5917,,,,3.1416,,,MCR,,21431,3,,,,F,101,103,440,,,,,,,,,44F8,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_139,,139,3,2,2020,17,8,57.4592,8.91077,21,,1908,,,,3.1416,,,MCR,,6813,3,,,,F,23,25,30,,,,,,,,,43F8,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_140,,140,3,2,2020,18,30,57.626,8.9022,51,,5852,,,,3.1416,,,MCR,,16352,3,,,,F,72,74,88,,,,,,,,,44F8,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_141,,141,3,2,2020,21,16,57.76378,9.18262,71,,8093,,,,3.1416,,,MCR,,23621,3,,,,F,77,79,69,,,,,,,,,44F9,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_142,,142,4,2,2020,21,12,58.25442,9.84818,102,,12242,,,,3.1416,,,MCR,,58097,3,,,,F,101,103,554,,,,,,,,,45F9,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_143,,143,5,2,2020,0,47,58.08395,9.83077,69,,4519,,,,3.1416,,,MCR,,20822,3,,,,F,101,103,278,,,,,,,,,45F9,
EH,MIK,SE,4484,,,77SE,MRN2,,,,,,2020SE_144,,144,5,2,2020,3,30,57.86727,9.8356,25,,1833,,,,3.1416,,,MCR,,7335,3,,,,F,49,51,58,,,,,,,,,44F9,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL001,,20203400101,20,1,2020,18,24,53.20817,4.35033,12,48,1205,,,2.0,3.14159,1,0,EMD,Valeport,,8,,,,,0,24,31,8.5,,,,8.5,35.10,,35.10,35F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL002,,20203400102,20,1,2020,19,41,53.4075,4.37183,14,36,1332,,,2.0,3.14159,1,0,EMD,Valeport,8590,8,,,3156,F,0,21,27,8.7,,,,8.7,35.18,,35.18,35F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL003,,20203400103,20,1,2020,20,54,53.61933,4.401,10,0,936,,,2.0,3.14159,1,0,EMD,Valeport,5985,8,,,2199,F,0,27,33,8.1,,,,8.5,34.77,,34.93,36F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL004,,20203400104,20,1,2020,21,56,53.79233,4.45617,13,42,1148,,,2.0,3.14159,1,0,EMD,Valeport,7205,8,,,2647,F,0,34,41,7.9,,,,8.3,34.46,,34.71,36F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL005,,20203400105,20,1,2020,23,39,54.1185,4.60717,11,6,1244,,,2.0,3.14159,1,0,EMD,Valeport,5519,8,,,2027,F,0,39,47,7.7,,,,7.7,34.31,,34.31,37F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL006,,20203400106,21,1,2020,0,50,54.34267,4.52383,11,36,1181,,,2.0,3.14159,1,0,EMD,Valeport,6332,8,,,2326,F,0,42,50,7.8,,,,7.8,34.36,,34.38,37F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL007,,20203400107,21,1,2020,2,9,54.60683,4.58567,10,30,1069,,,2.0,3.14159,1,0,EMD,Valeport,4676,8,,,1718,F,0,44,52,8.0,,,,8.0,34.43,,34.43,38F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL008,,20203400108,21,1,2020,3,6,54.7085,4.38917,18,36,1940,,,2.0,3.14159,1,0,EMD,Valeport,10540,8,,,3872,F,0,42,50,7.5,,,,7.5,34.57,,34.57,38F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL009,,20203400109,21,1,2020,4,9,54.80517,4.56933,10,48,1108,,,2.0,3.14159,1,0,EMD,Valeport,5968,8,,,2192,F,0,39,46,7.7,,,,7.8,34.43,,34.43,38F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL010,,20203400110,21,1,2020,5,7,54.93817,4.35983,14,24,1603,,,2.0,3.14159,1,0,EMD,Valeport,5318,8,,,1954,F,0,45,50,7.4,,,,7.4,34.65,,34.65,38F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL013,,20203400113,21,1,2020,19,28,55.13517,4.16917,10,54,1161,,,2.0,3.14159,1,1,EMD,Valeport,9168,8,,35,3368,F,0,41,47,7.2,,,,7.2,34.64,,34.64,39F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL014,,20203400114,21,1,2020,20,29,55.32283,4.14083,13,42,1419,,,2.0,3.14159,1,0,EMD,Valeport,10922,8,,35,4013,F,0,37,44,7.2,,,,7.2,34.71,,34.71,39F4,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL015,,20203400115,21,1,2020,21,40,55.242,3.80067,12,42,1188,,,2.0,3.14159,1,0,EMD,Valeport,9313,8,,35,3421,F,0,33,39,7.2,,,,7.2,34.68,,34.68,39F3,
EH,MIK,NL,1340,IBTS,,64T2,MRN2,dO,,WovFab,,,2020NL016,,20203400116,21,1,2020,23,17,55.14267,3.302,14,0,1672,,,2.0,3.14159,1,1,EMD,Valeport,12491,8,58499,35,4589,F,0,25,31,7.2,,,,7.2,34.71,,34.71,39F3,
