"Rectangle","long","lat","X","X.1","suba","statrec","dummy","L.sqm","year"
"51E8",-1.5,61.25,NA,NA,"nw",0,1998
"51E9",-0.5,61.25,NA,NA,"nw",0.0121016949152542,1998
"51F0",0.5,61.25,NA,NA,"nw",0,1998
"51F1",1.5,61.25,NA,NA,"nw",0,1998
"51F2",2.5,61.25,NA,NA,"ne",0.0074296591995245,1998
"31F1",1.5,51.25,NA,NA,"ch",0.537129817246308,1999
"31F2",2.5,51.25,NA,NA,"ch",1.4469224543432,1999
"32F1",1.5,51.75,NA,NA,"ch",0.00476345215040938,1999
"32F2",2.5,51.75,NA,NA,"ch",4.57351421444516,1999
"32F3",3.5,51.75,NA,NA,"ch",2.55384114103894,1999
"33F1",1.5,52.25,NA,NA,"ch",0,1999
"33F2",2.5,52.25,NA,NA,"ch",0.00997155888273046,1999
"33F3",3.5,52.25,NA,NA,"ch",0.324111710627141,1999
"33F4",4.5,52.25,NA,NA,"ch",0.0241952249297563,1999
"34F2",2.5,52.75,NA,NA,"ch",0,1999
"34F3",3.5,52.75,NA,NA,"ch",0.542332610675351,1999
"34F4",4.5,52.75,NA,NA,"ch",0.0506843714237908,1999
"35F2",2.5,53.25,NA,NA,"se",0.504036263707003,1999
"35F3",3.5,53.25,NA,NA,"se",0.0771366741210367,1999
"35F4",4.5,53.25,NA,NA,"se",1.02801431024637,1999
"36F0",0.5,53.75,NA,NA,"sw",0.497377148457167,1999
"36F1",1.5,53.75,NA,NA,"sw",0.573040147548112,1999
"36F2",2.5,53.75,NA,NA,"se",0.680345297832755,1999
"36F3",3.5,53.75,NA,NA,"se",0.893678252345949,1999
"36F4",4.5,53.75,NA,NA,"se",0.306476460602383,1999
"36F5",5.5,53.75,NA,NA,"se",1.31494332741365,1999
"36F6",6.5,53.75,NA,NA,"se",0.114291430707107,1999
"36F7",7.5,53.75,NA,NA,"se",0.241545353251462,1999
"37E9",-0.5,54.25,NA,NA,"sw",1.22999845755395,1999
"37F0",0.5,54.25,NA,NA,"sw",1.44625253527404,1999
"37F1",1.5,54.25,NA,NA,"sw",0.307957379143683,1999
"37F2",2.5,54.25,NA,NA,"se",0.0815151512065754,1999
"37F3",3.5,54.25,NA,NA,"se",0.603013207041637,1999
"37F4",4.5,54.25,NA,NA,"se",0.43312101910828,1999
"37F5",5.5,54.25,NA,NA,"se",0.10227288539267,1999
"37F6",6.5,54.25,NA,NA,"se",0.177063232183073,1999
"37F7",7.5,54.25,NA,NA,"se",0.167050959192946,1999
"37F8",8.5,54.25,NA,NA,"se",0.0595741360655817,1999
"38E9",-0.5,54.75,NA,NA,"sw",1.16278046153857,1999
"38F0",0.5,54.75,NA,NA,"sw",0.422193769446829,1999
"38F1",1.5,54.75,NA,NA,"sw",0.147220285462148,1999
"38F2",2.5,54.75,NA,NA,"se",0.135003713502281,1999
"38F3",3.5,54.75,NA,NA,"se",0.271462896663878,1999
"38F4",4.5,54.75,NA,NA,"se",0.222379805058672,1999
"38F5",5.5,54.75,NA,NA,"se",0.0385198863866245,1999
"38F6",6.5,54.75,NA,NA,"se",0.173410933488741,1999
"38F7",7.5,54.75,NA,NA,"se",0.0510135325524413,1999
"38F8",8.5,54.75,NA,NA,"se",0.029894134999095,1999
"39E8",-1.5,55.25,NA,NA,"sw",3.31747702562331,1999
"39E9",-0.5,55.25,NA,NA,"sw",1.53428814105931,1999
"39F0",0.5,55.25,NA,NA,"sw",0.409718386638402,1999
"39F1",1.5,55.25,NA,NA,"sw",0.868834770875851,1999
"39F2",2.5,55.25,NA,NA,"se",0.315855944041725,1999
"39F3",3.5,55.25,NA,NA,"se",0.223562132419435,1999
"39F4",4.5,55.25,NA,NA,"se",0.192613973032035,1999
"39F5",5.5,55.25,NA,NA,"se",0.123511071816366,1999
"39F6",6.5,55.25,NA,NA,"se",0.177207627451917,1999
"39F7",7.5,55.25,NA,NA,"se",0.0222815210004344,1999
"39F8",8.5,55.25,NA,NA,"se",0.0114237697113238,1999
"40E8",-1.5,55.75,NA,NA,"cw",1.65295134597495,1999
"40E9",-0.5,55.75,NA,NA,"cw",1.46442000480115,1999
"40F0",0.5,55.75,NA,NA,"cw",1.96532024981197,1999
"40F1",1.5,55.75,NA,NA,"cw",1.56734184066906,1999
"40F2",2.5,55.75,NA,NA,"ce",1.26618648947356,1999
"40F3",3.5,55.75,NA,NA,"ce",0.662391012944224,1999
"40F4",4.5,55.75,NA,NA,"ce",0.138310512089441,1999
"40F5",5.5,55.75,NA,NA,"ce",0.0337781704372291,1999
"40F6",6.5,55.75,NA,NA,"ce",0.121269187421815,1999
"40F7",7.5,55.75,NA,NA,"ce",0.0396927655697854,1999
"41E9",-0.5,56.25,NA,NA,"cw",0.981716402685685,1999
"41F1",1.5,56.25,NA,NA,"cw",1.85264483399675,1999
"41F2",2.5,56.25,NA,NA,"ce",1.28583253570989,1999
"41F3",3.5,56.25,NA,NA,"ce",1.14988238621779,1999
"41F4",4.5,56.25,NA,NA,"ce",1.83417967570103,1999
"41F5",5.5,56.25,NA,NA,"ce",0,1999
"41F6",6.5,56.25,NA,NA,"ce",0.00764635759284397,1999
"41F7",7.5,56.25,NA,NA,"ce",0.0230978156477377,1999
"41G1",11.5,56.25,NA,NA,"ka",0.0141871169969061,1999
"41G2",12.5,56.25,NA,NA,"ka",0.00457011227657128,1999
"42E8",-1.5,56.75,NA,NA,"cw",1.06148412641119,1999
"42E9",-0.5,56.75,NA,NA,"cw",0.831950765615857,1999
"42F1",1.5,56.75,NA,NA,"cw",1.11821736611027,1999
"42F2",2.5,56.75,NA,NA,"ce",0.908921930924505,1999
"42F3",3.5,56.75,NA,NA,"ce",1.41743611197624,1999
"42F4",4.5,56.75,NA,NA,"ce",1.3990763230355,1999
"42F5",5.5,56.75,NA,NA,"ce",0.181618645854165,1999
"42F6",6.5,56.75,NA,NA,"ce",0.634413651169116,1999
"42F7",7.5,56.75,NA,NA,"ce",0.0860648053184165,1999
"42F8",8.5,56.75,NA,NA,"ce",0.0442298895265036,1999
"42G1",11.5,56.75,NA,NA,"ka",0.190884756152382,1999
"42G2",12.5,56.75,NA,NA,"ka",0.0127803199196879,1999
"43E8",-1.5,57.25,NA,NA,"cw",1.96407985510854,1999
"43E9",-0.5,57.25,NA,NA,"cw",1.08489764402456,1999
"43F0",0.5,57.25,NA,NA,"cw",1.41544350414307,1999
"43F1",1.5,57.25,NA,NA,"cw",1.53432246749908,1999
"43F2",2.5,57.25,NA,NA,"ce",0.414538708061517,1999
"43F3",3.5,57.25,NA,NA,"ce",0.621912709740957,1999
"43F4",4.5,57.25,NA,NA,"ce",0.816770372276091,1999
"43F5",5.5,57.25,NA,NA,"ce",1.31918971420268,1999
"43F6",6.5,57.25,NA,NA,"ce",0.60957944352642,1999
"43F7",7.5,57.25,NA,NA,"ce",1.38777491792945,1999
"43F8",8.5,57.25,NA,NA,"ce",0.0105678208259502,1999
"43G0",10.5,57.25,NA,NA,"ka",0.132516867256266,1999
"43G1",11.5,57.25,NA,NA,"ka",0.220145501700563,1999
"43G2",12.5,57.25,NA,NA,"ka",0,1999
"44E6",-3.5,57.75,NA,NA,"cw",0.310329198830606,1999
"44E7",-2.5,57.75,NA,NA,"cw",0.183264882839775,1999
"44E8",-1.5,57.75,NA,NA,"cw",0.31388861957813,1999
"44E9",-0.5,57.75,NA,NA,"cw",0.636792768314348,1999
"44F0",0.5,57.75,NA,NA,"cw",0.706700314782403,1999
"44F1",1.5,57.75,NA,NA,"cw",1.41968548297146,1999
"44F2",2.5,57.75,NA,NA,"ce",0.2312827458249,1999
"44F3",3.5,57.75,NA,NA,"ce",0.180304587731134,1999
"44F4",4.5,57.75,NA,NA,"ce",0.278908485140755,1999
"44F5",5.5,57.75,NA,NA,"ce",0.092540478687981,1999
"44F8",8.5,57.75,NA,NA,"ce",0.108137458753912,1999
"44F9",9.5,57.75,NA,NA,"ka",0.270894218940673,1999
"44G0",10.5,57.75,NA,NA,"ka",0.731788867643362,1999
"44G1",11.5,57.75,NA,NA,"ka",0.625832454094017,1999
"45E6",-3.5,58.25,NA,NA,"cw",0.201912314641817,1999
"45E7",-2.5,58.25,NA,NA,"cw",0.283450612700398,1999
"45E8",-1.5,58.25,NA,NA,"cw",0.339009869658197,1999
"45E9",-0.5,58.25,NA,NA,"cw",0.0513791238507301,1999
"45F0",0.5,58.25,NA,NA,"cw",0.478391310862572,1999
"45F1",1.5,58.25,NA,NA,"cw",1.61438686250185,1999
"45F2",2.5,58.25,NA,NA,"ce",0.616454148682067,1999
"45F3",3.5,58.25,NA,NA,"ce",0.0343047423446269,1999
"45F4",4.5,58.25,NA,NA,"ce",0.0387112500549777,1999
"45F8",8.5,58.25,NA,NA,"ce",0.164639236139058,1999
"45F9",9.5,58.25,NA,NA,"ka",0.0871563193523064,1999
"45G0",10.5,58.25,NA,NA,"ka",0.125870221945794,1999
"45G1",11.5,58.25,NA,NA,"ka",0.654246650524327,1999
"46E7",-2.5,58.75,NA,NA,"nw",0.319559217707064,1999
"46E8",-1.5,58.75,NA,NA,"nw",0.176222430044176,1999
"46E9",-0.5,58.75,NA,NA,"nw",0.117272053624267,1999
"46F0",0.5,58.75,NA,NA,"nw",0.147889488716306,1999
"46F1",1.5,58.75,NA,NA,"nw",0.239109125669261,1999
"46F2",2.5,58.75,NA,NA,"ne",0.470228615490533,1999
"46F3",3.5,58.75,NA,NA,"ne",0.0177582862300436,1999
"46G0",10.5,58.75,NA,NA,"ka",0.315236578771733,1999
"47E7",-2.5,59.25,NA,NA,"nw",0.111953517831522,1999
"47E8",-1.5,59.25,NA,NA,"nw",0.0639297010153368,1999
"47E9",-0.5,59.25,NA,NA,"nw",0.200772282029823,1999
"47F0",0.5,59.25,NA,NA,"nw",0.1256877318374,1999
"47F1",1.5,59.25,NA,NA,"nw",0.270873865122727,1999
"47F2",2.5,59.25,NA,NA,"ne",0.0283313152672655,1999
"47F3",3.5,59.25,NA,NA,"ne",0.0400202694922753,1999
"48E7",-2.5,59.75,NA,NA,"nw",0.200138504155125,1999
"48E8",-1.5,59.75,NA,NA,"nw",0.0625407166123779,1999
"48E9",-0.5,59.75,NA,NA,"nw",0.184616952625084,1999
"48F0",0.5,59.75,NA,NA,"nw",0.0416747729244159,1999
"48F1",1.5,59.75,NA,NA,"nw",0.0914354389614267,1999
"48F2",2.5,59.75,NA,NA,"ne",0.010874318623728,1999
"48F3",3.5,59.75,NA,NA,"ne",0,1999
"49E8",-1.5,60.25,NA,NA,"nw",0.0622317596566524,1999
"49E9",-0.5,60.25,NA,NA,"nw",0,1999
"49F0",0.5,60.25,NA,NA,"nw",0.00843282484229858,1999
"49F1",1.5,60.25,NA,NA,"nw",0.0111416242428022,1999
"49F2",2.5,60.25,NA,NA,"ne",0.0108449659209927,1999
"49F3",3.5,60.25,NA,NA,"ne",0,1999
"50E8",-1.5,60.75,NA,NA,"nw",0,1999
"50E9",-0.5,60.75,NA,NA,"nw",0.0567226890756303,1999
"50F0",0.5,60.75,NA,NA,"nw",0.00885418120759864,1999
"50F1",1.5,60.75,NA,NA,"nw",0.0130854408555756,1999
"50F2",2.5,60.75,NA,NA,"ne",0,1999
"50F3",3.5,60.75,NA,NA,"ne",0.0204606427828372,1999
"51E8",-1.5,61.25,NA,NA,"nw",0.00960071781067743,1999
"51E9",-0.5,61.25,NA,NA,"nw",0,1999
"51F0",0.5,61.25,NA,NA,"nw",0.030511087210124,1999
"51F1",1.5,61.25,NA,NA,"nw",0,1999
"51F2",2.5,61.25,NA,NA,"ne",0,1999
"31F2",2.5,51.25,NA,NA,"ch",0.0342665112428417,2000
"32F2",2.5,51.75,NA,NA,"ch",0.118465484192918,2000
"32F3",3.5,51.75,NA,NA,"ch",0.0146920541760028,2000
"33F2",2.5,52.25,NA,NA,"ch",0,2000
"33F3",3.5,52.25,NA,NA,"ch",0.0300958693129244,2000
"33F4",4.5,52.25,NA,NA,"ch",0.00237169599007872,2000
"34F2",2.5,52.75,NA,NA,"ch",0.130988754560237,2000
"34F3",3.5,52.75,NA,NA,"ch",0.027974846006213,2000
"34F4",4.5,52.75,NA,NA,"ch",0,2000
"35F0",0.5,53.25,NA,NA,"sw",0.128928985232273,2000
"35F1",1.5,53.25,NA,NA,"sw",0.126458316445889,2000
"35F2",2.5,53.25,NA,NA,"se",0.638135451640664,2000
"35F3",3.5,53.25,NA,NA,"se",0.0118108211058235,2000
"35F4",4.5,53.25,NA,NA,"se",0,2000
"36F0",0.5,53.75,NA,NA,"sw",0.367464902900176,2000
"36F2",2.5,53.75,NA,NA,"se",0.128435042775053,2000
"36F4",4.5,53.75,NA,NA,"se",0.0844798334180658,2000
"36F5",5.5,53.75,NA,NA,"se",0.0297534411740833,2000
"36F6",6.5,53.75,NA,NA,"se",0.0378941702494685,2000
"36F7",7.5,53.75,NA,NA,"se",0.18892215318087,2000
"37F0",0.5,54.25,NA,NA,"sw",0.0501875142132428,2000
"37F1",1.5,54.25,NA,NA,"sw",0.201743156007638,2000
"37F4",4.5,54.25,NA,NA,"se",0.135836073533205,2000
"37F5",5.5,54.25,NA,NA,"se",0.103159899227555,2000
"37F6",6.5,54.25,NA,NA,"se",0.288446364473505,2000
"37F7",7.5,54.25,NA,NA,"se",0.182341207573142,2000
"37F8",8.5,54.25,NA,NA,"se",0.0546731909953254,2000
"38E9",-0.5,54.75,NA,NA,"sw",0.413679742040042,2000
"38F0",0.5,54.75,NA,NA,"sw",0.22312564065066,2000
"38F1",1.5,54.75,NA,NA,"sw",0.127149366833665,2000
"38F2",2.5,54.75,NA,NA,"se",0.106344970217331,2000
"38F3",3.5,54.75,NA,NA,"se",0.284735205051686,2000
"38F4",4.5,54.75,NA,NA,"se",0.0767992570041592,2000
"38F5",5.5,54.75,NA,NA,"se",0.0404485307069189,2000
"38F6",6.5,54.75,NA,NA,"se",0.0985089942470617,2000
"38F7",7.5,54.75,NA,NA,"se",0.0340794199602649,2000
"38F8",8.5,54.75,NA,NA,"se",0.0989297450316658,2000
"39E8",-1.5,55.25,NA,NA,"sw",0.374544239613709,2000
"39E9",-0.5,55.25,NA,NA,"sw",0.570748150951912,2000
"39F0",0.5,55.25,NA,NA,"sw",0.422796837133497,2000
"39F1",1.5,55.25,NA,NA,"sw",0.788774476853679,2000
"39F2",2.5,55.25,NA,NA,"se",0.0964718078046866,2000
"39F3",3.5,55.25,NA,NA,"se",0.718380865936097,2000
"39F4",4.5,55.25,NA,NA,"se",0.144454298676731,2000
"39F5",5.5,55.25,NA,NA,"se",0.048494203401493,2000
"39F6",6.5,55.25,NA,NA,"se",0.0920444504017004,2000
"39F7",7.5,55.25,NA,NA,"se",0.0689640903730791,2000
"40E8",-1.5,55.75,NA,NA,"cw",1.10463272257561,2000
"40E9",-0.5,55.75,NA,NA,"cw",0.727593941351727,2000
"40F0",0.5,55.75,NA,NA,"cw",1.46924939965847,2000
"40F1",1.5,55.75,NA,NA,"cw",1.40440174640224,2000
"40F2",2.5,55.75,NA,NA,"ce",0.749660565682741,2000
"40F3",3.5,55.75,NA,NA,"ce",0.0811057359728283,2000
"40F4",4.5,55.75,NA,NA,"ce",0.103287004385933,2000
"40F5",5.5,55.75,NA,NA,"ce",0.200850315304349,2000
"40F6",6.5,55.75,NA,NA,"ce",0.0567953757084103,2000
"40F7",7.5,55.75,NA,NA,"ce",0.00223152049026978,2000
"41E8",-1.5,56.25,NA,NA,"cw",0.718229333421294,2000
"41F0",0.5,56.25,NA,NA,"cw",1.27130225407382,2000
"41F1",1.5,56.25,NA,NA,"cw",0.789644653455158,2000
"41F2",2.5,56.25,NA,NA,"ce",0.441655845312669,2000
"41F3",3.5,56.25,NA,NA,"ce",0.195354205520165,2000
"41F4",4.5,56.25,NA,NA,"ce",0.0856334360483832,2000
"41F5",5.5,56.25,NA,NA,"ce",0.0673783082435991,2000
"41F6",6.5,56.25,NA,NA,"ce",0.145435316613493,2000
"41F7",7.5,56.25,NA,NA,"ce",0.010082309141473,2000
"41G1",11.5,56.25,NA,NA,"ka",0.00165350709833964,2000
"41G2",12.5,56.25,NA,NA,"ka",0.0124154553975902,2000
"42E8",-1.5,56.75,NA,NA,"cw",0.965399711123989,2000
"42E9",-0.5,56.75,NA,NA,"cw",1.00694766289792,2000
"42F0",0.5,56.75,NA,NA,"cw",0.534161583825707,2000
"42F1",1.5,56.75,NA,NA,"cw",0.236788919996622,2000
"42F2",2.5,56.75,NA,NA,"ce",0.139531494158054,2000
"42F3",3.5,56.75,NA,NA,"ce",0.305180837634256,2000
"42F4",4.5,56.75,NA,NA,"ce",0.0999647299025532,2000
"42F5",5.5,56.75,NA,NA,"ce",0.334469110683216,2000
"42F6",6.5,56.75,NA,NA,"ce",0.124567621812524,2000
"42F7",7.5,56.75,NA,NA,"ce",0.0763961181526196,2000
"42G1",11.5,56.75,NA,NA,"ka",0.0135461140419892,2000
"42G2",12.5,56.75,NA,NA,"ka",0.0122944657324424,2000
"43E8",-1.5,57.25,NA,NA,"cw",1.75459398673274,2000
"43E9",-0.5,57.25,NA,NA,"cw",0.706821631884081,2000
"43F0",0.5,57.25,NA,NA,"cw",0.510247140952359,2000
"43F1",1.5,57.25,NA,NA,"cw",0.579756289626896,2000
"43F2",2.5,57.25,NA,NA,"ce",0.30399706731288,2000
"43F3",3.5,57.25,NA,NA,"ce",0.225120976357769,2000
"43F4",4.5,57.25,NA,NA,"ce",0.0272983050662277,2000
"43F6",6.5,57.25,NA,NA,"ce",0.0270030575297004,2000
"43F7",7.5,57.25,NA,NA,"ce",0.0176751592356688,2000
"43F8",8.5,57.25,NA,NA,"ce",0.0248337783123601,2000
"43G0",10.5,57.25,NA,NA,"ka",0.27759795264913,2000
"43G1",11.5,57.25,NA,NA,"ka",0.0352521433873463,2000
"43G2",12.5,57.25,NA,NA,"ka",0.00940429152614772,2000
"44E6",-3.5,57.75,NA,NA,"cw",1.06278136418682,2000
"44E7",-2.5,57.75,NA,NA,"cw",0.793830666884024,2000
"44E8",-1.5,57.75,NA,NA,"cw",0.701086825639684,2000
"44E9",-0.5,57.75,NA,NA,"cw",0.0752076428685693,2000
"44F0",0.5,57.75,NA,NA,"cw",0.145443470905231,2000
"44F1",1.5,57.75,NA,NA,"cw",0.397355743907764,2000
"44F2",2.5,57.75,NA,NA,"ce",0.278715280456011,2000
"44F3",3.5,57.75,NA,NA,"ce",0.117520639331561,2000
"44F4",4.5,57.75,NA,NA,"ce",0.0304519987200298,2000
"44F5",5.5,57.75,NA,NA,"ce",0.02135077229959,2000
"44F8",8.5,57.75,NA,NA,"ce",0.0267982328773346,2000
"44F9",9.5,57.75,NA,NA,"ka",0.0491548675795077,2000
"44G0",10.5,57.75,NA,NA,"ka",0.0940203274893384,2000
"44G1",11.5,57.75,NA,NA,"ka",0.202822191447105,2000
"45E6",-3.5,58.25,NA,NA,"cw",0.436171282816066,2000
"45E7",-2.5,58.25,NA,NA,"cw",0.174758765292574,2000
"45E8",-1.5,58.25,NA,NA,"cw",0.0967048818743824,2000
"45E9",-0.5,58.25,NA,NA,"cw",0.148126203510591,2000
"45F0",0.5,58.25,NA,NA,"cw",0.139499947245411,2000
"45F1",1.5,58.25,NA,NA,"cw",0.252011015933151,2000
"45F2",2.5,58.25,NA,NA,"ce",0.0881171147675403,2000
"45F3",3.5,58.25,NA,NA,"ce",0.0281542364120617,2000
"45F4",4.5,58.25,NA,NA,"ce",0.00805440914384853,2000
"45F8",8.5,58.25,NA,NA,"ce",0.0321117913792191,2000
"45F9",9.5,58.25,NA,NA,"ka",0.052939604609454,2000
"45G0",10.5,58.25,NA,NA,"ka",0.0125344709916745,2000
"45G1",11.5,58.25,NA,NA,"ka",0.261693571349402,2000
"46E7",-2.5,58.75,NA,NA,"nw",0.150476411029489,2000
"46E8",-1.5,58.75,NA,NA,"nw",0.0786796441986348,2000
"46E9",-0.5,58.75,NA,NA,"nw",0.0329169341134647,2000
"46F0",0.5,58.75,NA,NA,"nw",0.0369016239883722,2000
"46F1",1.5,58.75,NA,NA,"nw",0.235704099001154,2000
"46F2",2.5,58.75,NA,NA,"ne",0.0896879576802094,2000
"46F3",3.5,58.75,NA,NA,"ne",0,2000
"46G0",10.5,58.75,NA,NA,"ka",0.137807659635664,2000
"47E7",-2.5,59.25,NA,NA,"nw",0.0804390419809478,2000
"47E8",-1.5,59.25,NA,NA,"nw",0.0165900998633552,2000
"47E9",-0.5,59.25,NA,NA,"nw",0.0394083289752553,2000
"47F0",0.5,59.25,NA,NA,"nw",0.11706744060286,2000
"47F1",1.5,59.25,NA,NA,"nw",0.0486631859493327,2000
"47F2",2.5,59.25,NA,NA,"ne",0,2000
"47F3",3.5,59.25,NA,NA,"ne",0.00335838100620726,2000
"48E7",-2.5,59.75,NA,NA,"nw",0.0192743764172336,2000
"48E8",-1.5,59.75,NA,NA,"nw",0.0654484670580561,2000
"48E9",-0.5,59.75,NA,NA,"nw",0.0676685020239158,2000
"48F0",0.5,59.75,NA,NA,"nw",0.0201445314208146,2000
"48F1",1.5,59.75,NA,NA,"nw",0.0171353050027853,2000
"48F2",2.5,59.75,NA,NA,"ne",0.00830306951763654,2000
"48F3",3.5,59.75,NA,NA,"ne",0,2000
"49E8",-1.5,60.25,NA,NA,"nw",0.0336056009334889,2000
"49E9",-0.5,60.25,NA,NA,"nw",0.0111675618970495,2000
"49F0",0.5,60.25,NA,NA,"nw",0.0237889087963241,2000
"49F1",1.5,60.25,NA,NA,"nw",0.0128840378384322,2000
"49F2",2.5,60.25,NA,NA,"ne",0.0133531749004715,2000
"49F3",3.5,60.25,NA,NA,"ne",0,2000
"50E8",-1.5,60.75,NA,NA,"nw",0,2000
"50E9",-0.5,60.75,NA,NA,"nw",0,2000
"50F0",0.5,60.75,NA,NA,"nw",0.0198169850166113,2000
"50F1",1.5,60.75,NA,NA,"nw",0.0100861864623205,2000
"50F2",2.5,60.75,NA,NA,"ne",0.00288715439981522,2000
"50F3",3.5,60.75,NA,NA,"ne",0,2000
"51E8",-1.5,61.25,NA,NA,"nw",0,2000
"51E9",-0.5,61.25,NA,NA,"nw",0,2000
"51F0",0.5,61.25,NA,NA,"nw",0.00290901238243397,2000
"51F1",1.5,61.25,NA,NA,"nw",0,2000
"51F2",2.5,61.25,NA,NA,"ne",0,2000
"31F1",1.5,51.25,NA,NA,"ch",1.76839183788304,2001
"31F2",2.5,51.25,NA,NA,"ch",1.63570658273295,2001
"32F1",1.5,51.75,NA,NA,"ch",7.78687578625139,2001
"32F2",2.5,51.75,NA,NA,"ch",2.97017055806191,2001
"32F3",3.5,51.75,NA,NA,"ch",7.15671501051036,2001
"33F1",1.5,52.25,NA,NA,"ch",0.00747585299407912,2001
"33F2",2.5,52.25,NA,NA,"ch",0.013110772213173,2001
"33F3",3.5,52.25,NA,NA,"ch",2.55661583522267,2001
"33F4",4.5,52.25,NA,NA,"ch",9.84543151840206,2001
"34F2",2.5,52.75,NA,NA,"ch",0.028168171732057,2001
"34F3",3.5,52.75,NA,NA,"ch",0.787258389956938,2001
"34F4",4.5,52.75,NA,NA,"ch",17.6943198713406,2001
"35F0",0.5,53.25,NA,NA,"sw",0.0370270842342864,2001
"35F1",1.5,53.25,NA,NA,"sw",2.67780843936284,2001
"35F2",2.5,53.25,NA,NA,"se",0.225402896161271,2001
"35F3",3.5,53.25,NA,NA,"se",0.397787371824543,2001
"35F4",4.5,53.25,NA,NA,"se",3.55539566528106,2001
"36F0",0.5,53.75,NA,NA,"sw",0.515644493049149,2001
"36F1",1.5,53.75,NA,NA,"sw",0.175820409038203,2001
"36F2",2.5,53.75,NA,NA,"se",0.749324073082424,2001
"36F3",3.5,53.75,NA,NA,"se",0.185501135068472,2001
"36F4",4.5,53.75,NA,NA,"se",6.78184997439654,2001
"36F5",5.5,53.75,NA,NA,"se",6.29194386204015,2001
"36F6",6.5,53.75,NA,NA,"se",0.240536207983583,2001
"36F7",7.5,53.75,NA,NA,"se",0.0405332263184365,2001
"37F0",0.5,54.25,NA,NA,"sw",0.326848930064851,2001
"37F1",1.5,54.25,NA,NA,"sw",0.0435844450072277,2001
"37F2",2.5,54.25,NA,NA,"se",0.0443401002217518,2001
"37F3",3.5,54.25,NA,NA,"se",0.160116488405708,2001
"37F4",4.5,54.25,NA,NA,"se",0.62407020313087,2001
"37F5",5.5,54.25,NA,NA,"se",0.959226586762238,2001
"37F6",6.5,54.25,NA,NA,"se",0.196183131057552,2001
"37F7",7.5,54.25,NA,NA,"se",0.097905210251558,2001
"37F8",8.5,54.25,NA,NA,"se",0.0146719377281204,2001
"38E9",-0.5,54.75,NA,NA,"sw",1.38996568483322,2001
"38F0",0.5,54.75,NA,NA,"sw",0.247087365363014,2001
"38F1",1.5,54.75,NA,NA,"sw",0.13873086299051,2001
"38F2",2.5,54.75,NA,NA,"se",0.0816249116712839,2001
"38F3",3.5,54.75,NA,NA,"se",0.0716688319567555,2001
"38F4",4.5,54.75,NA,NA,"se",0.170269882318221,2001
"38F5",5.5,54.75,NA,NA,"se",0.229532696419803,2001
"38F6",6.5,54.75,NA,NA,"se",0.735417758065662,2001
"38F7",7.5,54.75,NA,NA,"se",0.0134889968866333,2001
"38F8",8.5,54.75,NA,NA,"se",0.00831541617388714,2001
"39E8",-1.5,55.25,NA,NA,"sw",2.98560383410776,2001
"39E9",-0.5,55.25,NA,NA,"sw",1.71784898601116,2001
"39F0",0.5,55.25,NA,NA,"sw",0.252493921409567,2001
"39F1",1.5,55.25,NA,NA,"sw",0,2001
"39F2",2.5,55.25,NA,NA,"se",0.0296646621800984,2001
"39F3",3.5,55.25,NA,NA,"se",0.00597712459461344,2001
"39F4",4.5,55.25,NA,NA,"se",0.0550090026588713,2001
"39F5",5.5,55.25,NA,NA,"se",0.27253160327252,2001
"39F6",6.5,55.25,NA,NA,"se",1.37929030554763,2001
"39F7",7.5,55.25,NA,NA,"se",0.0359137827888067,2001
"39F8",8.5,55.25,NA,NA,"se",0,2001
"40E8",-1.5,55.75,NA,NA,"cw",0.69439602338721,2001
"40E9",-0.5,55.75,NA,NA,"cw",0.728470761293503,2001
"40F0",0.5,55.75,NA,NA,"cw",0.060549594995283,2001
"40F1",1.5,55.75,NA,NA,"cw",0.137563832932114,2001
"40F2",2.5,55.75,NA,NA,"ce",0.162153859693794,2001
"40F4",4.5,55.75,NA,NA,"ce",0.0418043061298832,2001
"40F5",5.5,55.75,NA,NA,"ce",0.147169367918057,2001
"40F6",6.5,55.75,NA,NA,"ce",0.223871888574695,2001
"40F7",7.5,55.75,NA,NA,"ce",0.0329901432870243,2001
"41E7",-2.5,56.25,NA,NA,"cw",0.598233451747194,2001
"41E8",-1.5,56.25,NA,NA,"cw",0.179230669179535,2001
"41E9",-0.5,56.25,NA,NA,"cw",1.98616533094309,2001
"41F0",0.5,56.25,NA,NA,"cw",0.558569496717674,2001
"41F1",1.5,56.25,NA,NA,"cw",0.948461009005863,2001
"41F2",2.5,56.25,NA,NA,"ce",0.466833726190213,2001
"41F3",3.5,56.25,NA,NA,"ce",0.0478778606156504,2001
"41F4",4.5,56.25,NA,NA,"ce",0.584439918985597,2001
"41F5",5.5,56.25,NA,NA,"ce",0.0590698834521329,2001
"41F6",6.5,56.25,NA,NA,"ce",0.0731716155339661,2001
"41F7",7.5,56.25,NA,NA,"ce",0.056984319710467,2001
"41G1",11.5,56.25,NA,NA,"ka",0.00793157524562005,2001
"41G2",12.5,56.25,NA,NA,"ka",0.0124449041442144,2001
"42E7",-2.5,56.75,NA,NA,"cw",0.260242155299506,2001
"42E8",-1.5,56.75,NA,NA,"cw",0.503172149100831,2001
"42E9",-0.5,56.75,NA,NA,"cw",0.679719010979548,2001
"42F0",0.5,56.75,NA,NA,"cw",0.286434397866696,2001
"42F1",1.5,56.75,NA,NA,"cw",0.0582609435596127,2001
