"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_001",,,24,1,2000,21,3,56.94333333,-1.328166667,9,0,970,,,,5,,,,,3752,4.29,,,,"D",,46.5,58,,,,,,,,,"4.20E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_002",,,24,1,2000,22,41,56.7015,-1.356,8,31,755.3,,,,5,,,,,693,4.29,,,,"D",,53.7,61,,,,,,,,,"4.20E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_003",,,25,1,2000,0,31,56.45433333,-1.355333333,9,11,810.6,,,,5,,,,,4638,4.29,,,,"D",,41.6,58,,,,,,,,,"4.10E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_004",,,25,1,2000,2,4,56.25733333,-1.636166667,3,40,222.5,,,,5,,,,,,4.29,,,,"D",,33.1,49,,,,,,,,,"4.10E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_005",,,25,1,2000,3,26,56.24566667,-2.070833333,5,10,328.9,,,,5,,,,,349,4.29,,,,"D",,32.6,50,,,,,,,,,"4.10E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_006",,,25,1,2000,4,37,56.4165,-2.2625,5,25,325.1,,,,5,,,,,3089,4.29,,,,"D",,37.6,48,,,,,,,,,"4.10E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_007",,,25,1,2000,5,44,56.59766667,-2.258333333,8,1,705.8,,,,5,,,,,5148,4.29,,,,"D",,51.9,63,,,,,,,,,"4.20E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_008",,,26,1,2000,0,14,57.13416667,-1.877666667,12,6,1102.2,,,,5,,,,,7914,4.29,,,,"D",,55.2,70,,,,,,,,,"4.30E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_009",,,26,1,2000,1,43,57.06816667,-1.448666667,15,42,1451.9,,,,5,,,,,9352,4.29,,,,"D",,85.5,106,,,,,,,,,"4.30E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_010",,,26,1,2000,4,21,56.78433333,-2.132666667,3,56,322.4,,,,5,,,,,2122,4.29,,,,"D",,39.1,54,,,,,,,,,"4.20E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_011",,,26,1,2000,19,46,56.3815,-0.933333333,12,31,1009.8,,,,5,,,,,6492,4.29,,,,"D",,56,69,,,,,,,,,"4.10E+10",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_012",,,26,1,2000,21,6,56.55266667,-0.632666667,7,35,571.5,,,,5,,,,,2968,4.29,,,,"D",,55.8,69,,,,,,,,,"4.20E+10",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2000SC_013",,,26,1,2000,22,22,56.67416667,-0.2925,7,41,700.7,,,,5,,,,,3202,4.29,,,,"D",,60.1,75,,,,,,,,,"4.20E+10",
