EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_001,NA,NA,30,1,1999,18,13,55.1792,6.523333333,16,23,NA,NA,NA,NA,3.14,NA,NA,NA,NA,5138,3.33,NA,NA,NA,F,NA,35.7,40.7,NA,NA,NA,NA,NA,NA,NA,NA,39F6,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_002,NA,NA,30,1,1999,20,7,55.1627,6.918333333,15,28,NA,NA,NA,NA,3.14,NA,NA,NA,NA,4569,3.33,NA,NA,NA,F,NA,30,35,NA,NA,NA,NA,NA,NA,NA,NA,39F6,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_003,NA,NA,30,1,1999,21,58,55.2337,7.286166667,18,23,NA,NA,NA,NA,3.14,NA,NA,NA,NA,5716,3.33,NA,NA,NA,F,NA,17.795,22.895,NA,NA,NA,NA,NA,NA,NA,NA,39F7,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_004,NA,NA,30,1,1999,23,48,55.0313,7.447833333,12,41,NA,NA,NA,NA,3.14,NA,NA,NA,NA,3720,3.33,NA,NA,NA,F,NA,22.55,29.45,NA,NA,NA,NA,NA,NA,NA,NA,39F7,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_005,NA,NA,31,1,1999,1,52,54.7843,7.354,10,32,NA,NA,NA,NA,3.14,NA,NA,NA,NA,3054,3.33,NA,NA,NA,F,NA,20.15,26.05,NA,NA,NA,NA,NA,NA,NA,NA,38F7,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_006,NA,NA,31,1,1999,3,28,54.6503,7.103666667,10,4,NA,NA,NA,NA,3.14,NA,NA,NA,NA,2690,3.33,NA,NA,NA,F,NA,25.25,31.05,NA,NA,NA,NA,NA,NA,NA,NA,38F7,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_007,NA,NA,31,1,1999,5,1,54.6537,6.784333333,18,25,NA,NA,NA,NA,3.14,NA,NA,NA,NA,5620,3.33,NA,NA,NA,F,NA,34.1,38.8,NA,NA,NA,NA,NA,NA,NA,NA,38F6,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_008,NA,NA,31,1,1999,6,16,54.6762,6.495666667,14,57,NA,NA,NA,NA,3.14,NA,NA,NA,NA,4090,3.33,NA,NA,NA,F,NA,35.1,39.9,NA,NA,NA,NA,NA,NA,NA,NA,38F6,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_009,NA,NA,1,2,1999,1,27,55.5017,4.989833333,19,58,NA,NA,NA,NA,3.14,NA,NA,NA,NA,6040,3.33,NA,NA,NA,F,NA,38.19,43.69,NA,NA,NA,NA,NA,NA,NA,NA,40F4,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_010,NA,NA,1,2,1999,3,44,55.7625,4.836833333,12,25,NA,NA,NA,NA,3.14,NA,NA,NA,NA,3491,3.33,NA,NA,NA,F,NA,33.7,39.4,NA,NA,NA,NA,NA,NA,NA,NA,40F4,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_011,NA,NA,1,2,1999,19,12,55.3512,2.734333333,15,28,NA,NA,NA,NA,3.14,NA,NA,NA,NA,4542,3.33,NA,NA,NA,F,NA,34.7,36.9,NA,NA,NA,NA,NA,NA,NA,NA,39F2,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_012,NA,NA,1,2,1999,21,0,55.4818,2.9125,18,45,NA,NA,NA,NA,3.14,NA,NA,NA,NA,5877,3.33,NA,NA,NA,F,NA,35.75,41.75,NA,NA,NA,NA,NA,NA,NA,NA,39F2,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_013,NA,NA,1,2,1999,22,58,55.6178,3.211833333,18,34,NA,NA,NA,NA,3.14,NA,NA,NA,NA,5473,3.33,NA,NA,NA,F,NA,37.8,44.2,NA,NA,NA,NA,NA,NA,NA,NA,40F3,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_014,NA,NA,2,2,1999,0,52,55.8265,3.1605,27,14,NA,NA,NA,NA,3.14,NA,NA,NA,NA,8343,3.33,NA,NA,NA,F,NA,63.65,70.05,NA,NA,NA,NA,NA,NA,NA,NA,40F3,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_015,NA,NA,2,2,1999,2,57,55.7563,2.763166667,29,53,NA,NA,NA,NA,3.14,NA,NA,NA,NA,9125,3.33,NA,NA,NA,F,NA,72.8,78.7,NA,NA,NA,NA,NA,NA,NA,NA,40F2,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_016,NA,NA,2,2,1999,4,37,55.6218,2.376,27,6,NA,NA,NA,NA,3.14,NA,NA,NA,NA,7607,3.33,NA,NA,NA,F,NA,70.845,76.345,NA,NA,NA,NA,NA,NA,NA,NA,40F2,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_017,NA,NA,2,2,1999,17,57,55.824,0.557,38,4,NA,NA,NA,NA,3.14,NA,NA,NA,NA,4378,3.33,NA,NA,NA,F,NA,78.65,85.55,NA,NA,NA,NA,NA,NA,NA,NA,40F0,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_018,NA,NA,2,2,1999,19,30,55.6542,0.748666667,36,41,NA,NA,NA,NA,3.14,NA,NA,NA,NA,10139,3.33,NA,NA,NA,F,NA,71.645,77.545,NA,NA,NA,NA,NA,NA,NA,NA,40F0,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_019,NA,NA,2,2,1999,21,24,55.4687,1.052166667,33,2,NA,NA,NA,NA,3.14,NA,NA,NA,NA,9085,3.33,NA,NA,NA,F,NA,66.9,73.2,NA,NA,NA,NA,NA,NA,NA,NA,39F1,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_020,NA,NA,2,2,1999,23,30,55.3965,1.435166667,28,50,NA,NA,NA,NA,3.14,NA,NA,NA,NA,7542,3.33,NA,NA,NA,F,NA,70.9,76.8,NA,NA,NA,NA,NA,NA,NA,NA,39F1,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_021,NA,NA,3,2,1999,1,15,55.6007,1.501166667,30,26,NA,NA,NA,NA,3.14,NA,NA,NA,NA,7760,3.33,NA,NA,NA,F,NA,64.495,69.995,NA,NA,NA,NA,NA,NA,NA,NA,40F1,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_022,NA,NA,3,2,1999,3,32,55.8122,1.507666667,26,45,NA,NA,NA,NA,3.14,NA,NA,NA,NA,6345,3.33,NA,NA,NA,F,NA,77.04,81.94,NA,NA,NA,NA,NA,NA,NA,NA,40F1,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_023,NA,NA,3,2,1999,5,28,56.0632,1.527833333,29,55,NA,NA,NA,NA,3.14,NA,NA,NA,NA,7340,3.33,NA,NA,NA,F,NA,78.995,84.395,NA,NA,NA,NA,NA,NA,NA,NA,41F1,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_024,NA,NA,7,2,1999,20,14,56.5673,7.657833333,19,28,NA,NA,NA,NA,3.14,NA,NA,NA,NA,4998,3.33,NA,NA,NA,F,NA,25.8,30.4,NA,NA,NA,NA,NA,NA,NA,NA,42F7,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_025,NA,NA,7,2,1999,22,32,56.7548,8.018666667,10,25,NA,NA,NA,NA,3.14,NA,NA,NA,NA,2454,3.33,NA,NA,NA,F,NA,20.49,27.19,NA,NA,NA,NA,NA,NA,NA,NA,42F8,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_026,NA,NA,8,2,1999,0,26,56.9677,8.046333333,23,6,NA,NA,NA,NA,3.14,NA,NA,NA,NA,6337,3.33,NA,NA,NA,F,NA,23.35,27.95,NA,NA,NA,NA,NA,NA,NA,NA,42F8,NA
EH,MIK,DE,,NA,NA,06NI,MRN2,NA,1600,MonFilP,NA,NA,1999DE_027,NA,NA,8,2,1999,1,57,56.9338,7.667333333,13,3,NA,NA,NA,NA,3.14,NA,NA,NA,NA,3381,3.33,NA,NA,NA,F,NA,24.045,29.045,NA,NA,NA,NA,NA,NA,NA,NA,42F7,NA
