"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_001",,,19,1,2001,1,41,56.74633333,-2.170666667,10,31,1141.9,,,,5,,,,,,,,,,"D",,48,63,,,,,,,,,"4.20E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_002",,,19,1,2001,3,36,56.478,-2.148333333,12,56,1099.3,,,,5,,,,,,,,,,"D",,40.3,53,,,,,,,,,"4.10E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_003",,,19,1,2001,4,59,56.46383333,-2.125,9,45,875.6,,,,5,,,,,,,,,,"D",,44,55,,,,,,,,,"4.10E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_004",,,19,1,2001,5,5,56.53866667,-1.892,5,35,460.1,,,,5,,,,,,,,,,"D",,47,56,,,,,,,,,"4.20E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_005",,,19,1,2001,5,21,56.5465,-1.8775,7,31,714.9,,,,5,,,,,,,,,,"D",,38.2,53,,,,,,,,,"4.20E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_006",,,19,1,2001,6,33,56.52633333,-2.121666667,8,16,828.4,,,,5,,,,,,,,,,"D",,46.9,61,,,,,,,,,"4.20E+08",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_007",,,19,1,2001,19,13,56.25616667,-1.529666667,13,11,1356.9,,,,5,,,,,,,,,,"D",,44.2,58,,,,,,,,,"4.10E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_008",,,19,1,2001,21,54,56.40133333,-1.189666667,23,52,2395.6,,,,5,,,,,,,,,,"D",,53.3,68,,,,,,,,,"4.10E+09",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_009",,,19,1,2001,22,36,56.423,-0.774666667,18,56,1909.5,,,,5,,,,,,,,,,"D",,63,75,,,,,,,,,"4.10E+10",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_010",,,20,1,2001,0,12,56.62916667,-0.696666667,18,22,1717.4,,,,5,,,,,,,,,,"D",,62,76,,,,,,,,,"4.20E+10",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_011",,,20,1,2001,1,27,56.71416667,-0.420166667,13,42,1232.2,,,,5,,,,,,,,,,"D",,63.4,78,,,,,,,,,"4.20E+10",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_012",,,20,1,2001,3,9,56.79233333,0.034833333,16,32,1534.3,,,,5,,,,,,,,,,"D",,75.9,89,,,,,,,,,"42F0",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_013",,,20,1,2001,4,46,56.59283333,0.1975,17,11,1590.5,,,,5,,,,,,,,,,"D",,65.4,80,,,,,,,,,"42F0",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_014",,,20,1,2001,6,27,56.44283333,-0.220833333,14,27,1343.9,,,,5,,,,,,,,,,"D",,65.8,77,,,,,,,,,"4.10E+10",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_015",,,20,1,2001,18,12,57.06933333,0.739,15,47,1422.7,,,,5,,,,,,,,,,"D",,77,89,,,,,,,,,"43F0",
"EH","MIK","GB-SCT",,,,"ZZ99","MRN2",,,,,,"2001SC_016",,,20,1,2001,20,7,57.08333333,1.233833333,17,17,1204.5,,,,5,,,,,,,,,,"D",,79.6,90,,,,,,,,,"43F1",
