EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_001,NA,NA,9,1,2012,17,21,58.64216667,10.45183333,30,0,2778,NA,NA,NA,3.14,NA,NA,NA,NA,9656,2.83,NA,NA,NA,F,NA,101,197,NA,NA,NA,NA,NA,NA,NA,NA,46G0,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_002,NA,NA,9,1,2012,19,6,58.548,10.06383333,31,0,2963,NA,NA,NA,3.14,NA,NA,NA,NA,9863,2.83,NA,NA,NA,F,NA,97,492,NA,NA,NA,NA,NA,NA,NA,NA,46G0,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_003,NA,NA,9,1,2012,21,17,58.53266667,9.535666667,38,0,3518,NA,NA,NA,3.14,NA,NA,NA,NA,13201,2.83,NA,NA,NA,F,NA,98,502,NA,NA,NA,NA,NA,NA,NA,NA,46F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_004,NA,NA,9,1,2012,23,4,58.33183333,9.2765,30,0,2778,NA,NA,NA,3.14,NA,NA,NA,NA,9174,2.83,NA,NA,NA,F,NA,98,426,NA,NA,NA,NA,NA,NA,NA,NA,45F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_005,NA,NA,10,1,2012,1,5,58.09833333,8.932666667,30,0,2963,NA,NA,NA,3.14,NA,NA,NA,NA,10079,2.83,NA,NA,NA,F,NA,99,500,NA,NA,NA,NA,NA,NA,NA,NA,45F8,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_006,NA,NA,10,1,2012,2,57,57.882,8.785666667,45,0,4630,NA,NA,NA,3.14,NA,NA,NA,NA,15127,2.83,NA,NA,NA,F,NA,96,504,NA,NA,NA,NA,NA,NA,NA,NA,44F8,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_007,NA,NA,10,1,2012,17,48,57.6315,8.83,32,0,3148,NA,NA,NA,3.14,NA,NA,NA,NA,10527,2.83,NA,NA,NA,F,NA,70,80,NA,NA,NA,NA,NA,NA,NA,NA,44F8,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_008,NA,NA,10,1,2012,19,31,57.437,8.829666667,22,0,2222,NA,NA,NA,3.14,NA,NA,NA,NA,7370,2.83,NA,NA,NA,F,NA,20,31,NA,NA,NA,NA,NA,NA,NA,NA,43F8,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_009,NA,NA,10,1,2012,20,49,57.48616667,9.181,14,0,1296,NA,NA,NA,3.14,NA,NA,NA,NA,4515,2.83,NA,NA,NA,F,NA,14,21,NA,NA,NA,NA,NA,NA,NA,NA,43F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_010,NA,NA,10,1,2012,22,13,57.66733333,9.337666667,24,0,2222,NA,NA,NA,3.14,NA,NA,NA,NA,7988,2.83,NA,NA,NA,F,NA,30,36,NA,NA,NA,NA,NA,NA,NA,NA,44F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_011,NA,NA,11,1,2012,0,39,57.64666667,9.8375,16,0,1481,NA,NA,NA,3.14,NA,NA,NA,NA,6245,2.83,NA,NA,NA,F,NA,21,29,NA,NA,NA,NA,NA,NA,NA,NA,44F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_012,NA,NA,11,1,2012,2,8,57.851,9.774166667,19,0,2037,NA,NA,NA,3.14,NA,NA,NA,NA,6700,2.83,NA,NA,NA,F,NA,42,56,NA,NA,NA,NA,NA,NA,NA,NA,44F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_013,NA,NA,11,1,2012,3,42,58.0825,9.885833333,32,0,2963,NA,NA,NA,3.14,NA,NA,NA,NA,9947,2.83,NA,NA,NA,F,NA,96,242,NA,NA,NA,NA,NA,NA,NA,NA,45F9,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_014,NA,NA,11,1,2012,17,25,57.83783333,10.8415,25,0,1240,NA,NA,NA,3.14,NA,NA,NA,NA,7633,2.83,NA,NA,NA,F,NA,80,86,NA,NA,NA,NA,NA,NA,NA,NA,44G0,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_015,NA,NA,11,1,2012,19,11,57.62516667,10.72033333,22,0,2370,NA,NA,NA,3.14,NA,NA,NA,NA,6126,2.83,NA,NA,NA,F,NA,18,25,NA,NA,NA,NA,NA,NA,NA,NA,44G0,NA
EH,MIK,SE,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2012SE_016,NA,NA,11,1,2012,20,50,57.42383333,10.79366667,15,0,1426,NA,NA,NA,3.14,NA,NA,NA,NA,5191,2.83,NA,NA,NA,F,NA,28,35,NA,NA,NA,NA,NA,NA,NA,NA,43G0,NA
