EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_001,NA,NA,28,1,2011,17,2,57.08561667,7.03595,14,19,1111,NA,NA,NA,3.1416,NA,NA,NA,NA,39686,36.5,NA,NA,NA,F,NA,50.9,55.9,NA,NA,NA,NA,NA,NA,NA,NA,43F7,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_002,NA,NA,28,1,2011,18,33,57.29428333,7.10535,23,32,2037,NA,NA,NA,3.1416,NA,NA,NA,NA,76511,36.5,NA,NA,NA,F,NA,70.7,75.7,NA,NA,NA,NA,NA,NA,NA,NA,43F7,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_003,NA,NA,28,1,2011,20,6,57.29748333,6.711566667,19,29,1666,NA,NA,NA,3.1416,NA,NA,NA,NA,59611,36.5,NA,NA,NA,F,NA,73.6,78.6,NA,NA,NA,NA,NA,NA,NA,NA,43F6,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_004,NA,NA,28,1,2011,21,39,57.34713333,6.2933,22,30,2037,NA,NA,NA,3.1416,NA,NA,NA,NA,70626,36.5,NA,NA,NA,F,NA,70.9,75.9,NA,NA,NA,NA,NA,NA,NA,NA,43F6,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_005,NA,NA,28,1,2011,23,9,57.43913333,5.952166667,23,47,2037,NA,NA,NA,3.1416,NA,NA,NA,NA,75502,36.5,NA,NA,NA,F,NA,73.5,78.5,NA,NA,NA,NA,NA,NA,NA,NA,43F5,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_006,NA,NA,29,1,2011,0,44,57.44756667,5.55085,28,5,2407,NA,NA,NA,3.1416,NA,NA,NA,NA,87549,36.5,NA,NA,NA,F,NA,80.2,85.2,NA,NA,NA,NA,NA,NA,NA,NA,43F5,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_007,NA,NA,29,1,2011,2,22,57.61228333,5.306833333,29,7,2592,NA,NA,NA,3.1416,NA,NA,NA,NA,97850,36.5,NA,NA,NA,F,NA,82.6,87.6,NA,NA,NA,NA,NA,NA,NA,NA,44F5,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_008,NA,NA,29,1,2011,4,2,57.78681667,5.052266667,35,6,3148,NA,NA,NA,3.1416,NA,NA,NA,NA,111751,36.5,NA,NA,NA,F,NA,100.5,105.5,NA,NA,NA,NA,NA,NA,NA,NA,44F5,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_009,NA,NA,29,1,2011,17,54,56.80693333,5.0623,18,53,1481,NA,NA,NA,3.1416,NA,NA,NA,NA,53085,36.5,NA,NA,NA,F,NA,56.7,61.7,NA,NA,NA,NA,NA,NA,NA,NA,42F5,NA
EH,MIK,DK,,NA,NA,ZZ99,MRN2,NA,NA,,NA,NA,2011DK_010,NA,NA,29,1,2011,19,21,56.73748333,5.433266667,15,10,1296,NA,NA,NA,3.1416,NA,NA,NA,NA,42057,36.5,NA,NA,NA,F,NA,51.8,56.8,NA,NA,NA,NA,NA,NA,NA,NA,42F5,NA
